Coffee,Description,scores,valid_date,polarity_textblob,subjectivity_textblob,neg_nltk,neu_nltk,pos_nltk,compound_nltk,value_flair,score_flair,flesch,kincaid_grade,coleman_liau_index,ari,dale_chall_readability,difficult_words,text_standard,flesch_corrected,kincaid_grade_corrected,ari_corrected,dale_chall_readability_corrected,len_review
Neighbor,"Came here following the James Beard nomination and have to say it lives up to its hype!I ordered 7 items and only one (the coffee cake) ended up a little disappointing.  Here's the rundown:1. pistachio blackberry twice-baked: 5/5.  This is my favorite.  The amount of filings was just enough so that they pair nicely with the crust but is not overflowing.  And both the crust and the filings were absolutely delicious.  My only regret was not ordering the raspberry violet twice-baked.2. ginger pull-apart: 4.5/5.  This simple-looking pastry tastes nothing but simple.  The crunchy outside crust was perfect with the soft inside bread.  The hint of the ginger flavor was refreshing yet not overpowering.  Definitely one of my favorites.3. cinnamon almond bostock: 4/5.  I didn't know what a bostock was but after having it here I am a fan!  I tasted the almond but not the cinnamon here but the texture of the bostock was so good!4. passion fruit coconut macaroon: 3.5/5.  I can't taste the passion fruit in it but it was still a supremely delicious (and big!) macaroon.5. guava & cream cheese pastelito: 3.5/5.  Pretty tasty!  I sort of wish there were more cream cheese inside but the crust was pretty flavorful on its own.6. chocolate pudding doughp bun: 2.5/5.  This was the last pasty I tasted so maybe my taste buds have been accustomed to the amazing flavors produced by Neighbor by then - but the filing was all on one side so I had to use my finger to spread it (I have cut each pasty in half to share with my family.)7. coffee cake: 1/5.  The filing inside was pretty tasty, and the cream cheese topping was a nice addition.  But I ended up throwing away the outside crust because there simply isn't enough flavor there.",5.0,2019-03-28,0.4129050925925926,0.6422398589065255,0.16999999999999998,0.774,0.37922222222222224,0.9959,POSITIVE,0.9965136647224426,-214.08,117.2,10.71,150.2,20.7,43,-1th and 0th grade,0.0,20.0,14.0,9.9,1730
Neighbor,"Best bakery/viennoiserie in San Francisco. (Yes, even better than TARTINE... in my very humble opinion) Top picks: Butter croissant, ginger pull apart, twice baked pistachio blackberry croissant. But really everything is delicious. Can't go wrong.",5.0,2019-03-23,0.34400000000000003,0.5599999999999999,0.0,0.657,0.421,0.9401,POSITIVE,0.999922513961792,51.14,9.0,14.36,13.1,7.83,8,8th and 9th grade,51.14,9.0,13.1,7.83,247
Neighbor,"Delicious pastries! We got one of the savory breakfast pastries and the gingerbread pull appart, both were perfectly baked, crispy and well seasoned. They carry oat milk to pour in the coffee, which is also good, and a vanilla simple syrup. The wait wasn't too bad on a rainy Friday morning. Can't wait to be back!",5.0,2019-03-23,0.13333333333333341,0.5534013605442177,0.117,0.731,0.24966666666666668,0.9436,POSITIVE,0.9999704360961914,74.19,6.4,7.82,7.4,6.3,7,6th and 7th grade,74.19,6.4,7.4,6.3,314
Neighbor,I would recommend the pistachio blackberry croissant. I like the pistachio filling but I feel like it's not sour enough. I like sweet and sour together. I'd say skip the curry potato turnover. I wish we can try the everything croissant but they were out when we were there. Long line outside but not too bad,3.0,2019-03-23,0.0,0.3523809523809524,0.0,0.674,0.3635,0.9653,NEGATIVE,0.9952098727226257,87.42,3.4,6.35,4.4,5.51,5,5th and 6th grade,87.42,3.4,4.4,5.51,307
Steap Tea,"OMG amazing! This is hands down my favorite tea shop in SF! The staff is so so friendly and welcoming and they LOVE what they do! Not to mention the high quality, delicious drinks!You've probably seen the white rabbit candy trend...well here you can get WHITE RABBIT MILK TEA! They sweeten the drink with melted white rabbit candy instead of sugar! I'd never tasted the candy before, so I tried it before tasting the drink, and the drink tasted pretty close to it! They have honey boba and it is DELISH, hot, and fresh!Also, get the GREEN QUEEN HEMP! It contains matcha, mint, honey, lemon, cream top, and hemp drops (cbd oil). My friend and I drank this SO FAST! It was so yummy and had the perfect amount of sweetness. Usually I don't drink my entire boba/tea drink because it's too much sugar, but this one was actually really refreshing! The stencil on top is a marijuana leaf.Thank you for having milk substitutes! There's not much seating here, so it's not very conducive to hanging out.I can't wait to see what other creative drinks they make! I'll be back!",5.0,2019-06-02,0.34946180555555556,0.5203418803418803,0.0,0.833,0.29100000000000004,0.9826,POSITIVE,0.9999510049819946,82.04,5.4,7.47,7.6,6.52,26,7th and 8th grade,82.04,5.4,7.6,6.52,1064
Steap Tea,Such a fun tea shop to duck into to escape the hustle and bustle of Chinatown. They make delicious and creative teas (including hemp shots) and always have great music. Highly suggested!,4.0,2019-06-01,0.4583333333333333,0.665,0.0,0.591,0.41150000000000003,0.9459,POSITIVE,0.9998912811279297,63.7,8.4,9.63,9.4,8.38,8,8th and 9th grade,63.7,8.4,9.4,8.38,186
Steap Tea,Drinks are nicely sweetened (not too sweet with the regular amount of sugar) and the staff is friendly! Their boba is not honeyed but is cooked perfectly. This is a nice spot to stop over if you're walking through Chinatown.,5.0,2019-05-29,0.541875,0.7044871794871795,0.147,0.639,0.26649999999999996,0.9192,POSITIVE,0.9997944235801697,83.36,4.9,7.76,7.0,7.45,8,6th and 7th grade,83.36,4.9,7.0,7.45,224
Steap Tea,"I got the Green Queen which is basically a matcha lemonade and it was surprisingly refreshing.I got mine without honey since I don't really have a sweet tooth, but it wasn't overpowering sour!It's a small hole in the wall and looked pretty empty but it's a nice little gem in Chinatown!Also if you need a quick place to grab a drink, some free WiFi, and a bathroom it's not a bad place to stop by!",5.0,2019-05-28,0.15,0.5847222222222223,0.0,0.691,0.145,0.9307,POSITIVE,0.9999727010726929,20.73,29.0,7.97,36.4,8.41,5,7th and 8th grade,20.73,20.0,14.0,8.41,397
Steap Tea,"This place is a hidden gem in sf, not much people talk about it surprisingly?? I don't understand why, its easily the best boba shop I've ever been to. The drinks are so light and refreshing and the quality of the boba is good too. I got the moroccan mint tea a handful of times and it never disappoints, its so good that I don't wanna try anything else on the menu even though I'm dying to try everything!! The flavor combos are honestly also amazing, its so unique yet all the flavors make sense, whoever created this shop you're kinda a genius in my book, and yes I take boba pretty seriously to say that lol",5.0,2019-05-17,0.45333333333333337,0.6822222222222222,0.0,0.724,0.21900000000000003,0.9855,POSITIVE,0.9997689127922058,64.64,10.1,6.74,10.2,7.23,18,11th and 12th grade,64.64,10.1,10.2,7.23,611
Steap Tea,"I spend a lot of time in Chinatown and this place is my favorite for boba. I especially love that there is a ""super sweet"" option!",5.0,2019-05-11,0.5,0.8291666666666666,0.0,0.551,0.188,0.9401,POSITIVE,0.9998718500137329,83.66,4.8,4.34,4.1,7.32,5,4th and 5th grade,83.66,4.8,4.1,7.32,130
Steap Tea,"I'm no boba connoisseur, I'm just in the shape of one. Nevertheless, I was in the area with someone who suggested we hit this place up because of its yelp reviews. My eyes immediately gravitated to the dirty chai because, in the same intonation as Joey from Friends, I like chai and I like espresso. It was a no brainer.  The boba had the right consistency and sweetness. If I am in the area, this would be my go to for boba.",5.0,2019-05-10,-0.007142857142857145,0.48690476190476195,0.3015,0.79,0.2965,0.6124,POSITIVE,0.9945687055587769,71.75,7.3,5.86,6.6,6.57,11,6th and 7th grade,71.75,7.3,6.6,6.57,425
Steap Tea,Loved this place. Excellent staff that were extremely informative and helpful. I love how they start all Tea out with a default of 50% sweetness. I've been to some bubble tea places that were so insanely sweet that I could barely enjoy my beverage. They also seem to use quality products in their drinks. I ordered a mint tea and it actually had fresh meant inside of it. It really blew me away. And it tasted fabulous. Will be back the next time I'm in the area. My new go too spot in SF for now.,5.0,2019-05-09,0.36235795454545455,0.5234265734265734,0.0,0.732,0.4331666666666667,0.9833,POSITIVE,0.9990466237068176,87.11,3.5,4.73,3.1,6.09,12,4th and 5th grade,87.11,3.5,3.1,6.09,497
Steap Tea,"After filling myself up with a sick amount of coffee from my breakfast at the st Regis, we ventured around the city, where my hankering for good boba led us here, thanks to yelp. I like chai and espresso so it was no surprise that my eyes naturally gravitated to this catchy little number that did not disappoint. My sweet tooth, superbly satiated, had me bouncing off the walls enough to finish our trek around the city, as I gleefully ambled with good company to finish our stay in the city over the weekend. Would def come back. Great boba with the chewy consistency and flavor that has me wanting more.",5.0,2019-05-08,0.58125,0.5464285714285714,0.0,0.77,0.20825000000000002,0.8865,POSITIVE,0.9999815225601196,65.86,9.6,8.07,10.7,7.3,18,10th and 11th grade,65.86,9.6,10.7,7.3,606
Steap Tea,"We were dropped off in Chinatown with a big group. A few of the boys and I had know idea what we where going to do for 90 minutes. So I looked on yelp for a good place to get a glass of tea. I thought what better place to get a few boys a chance to experience tea? Well Steap was recommended so off we went. What a hit the place was clean, the help was awesome (sorry I can't remember his name) and with his recommendation I was able to make everyone happy and turned out stop into quite a pleasant experience. Our ""bar tender"" even turned us on to White Rabbit candy that was a big hit with everyone on the trip.",5.0,2019-05-02,0.2833333333333333,0.5224358974358974,0.0,0.765,0.30966666666666665,0.9758,POSITIVE,0.9998692274093628,78.69,6.7,4.52,5.9,5.41,7,6th and 7th grade,78.69,6.7,5.9,5.41,613
Steap Tea,"After enjoying some egg tarts from Golden Gate Bakery, we decided to walk .2 miles to Steap Tea for some refreshments. I ordered the Jasmine Milk Tea with boba and the sweetness level was exactly as I ordered. I ordered the sweetness level as regular which is 50% sweetness based on their scale. It wasn't as sweet as I wanted but I actually got what I ordered. I would like to actually get 75% sweetness next time. Fabian got the Black Tea Lemonade with lychee jelly. His was at 75% sweetness level and he likes his on the sweeter side so he would want to get 100% on his next visit as well. I was hoping for a more tea flavor. I think that was kind of absent in my drink. It had more of a milky flavor. All in all, it was a good experience and I hope to come back and change it up a bit!",3.0,2019-04-29,0.32261904761904764,0.3473504273504274,0.148,0.761,0.30983333333333335,0.9886,NEGATIVE,0.9822103977203369,82.24,5.4,4.63,4.6,5.95,16,4th and 5th grade,82.24,5.4,4.6,5.95,789
Steap Tea,All my stars for the spacious bathroom and 3 for my drink. I had to give this place a shot due to the good reviews but I judge a bubble tea place first by their basic drinks (Almond Milk Pearl) and not the trendy gimmicks. Maybe I'm spoiled by my NY options but I wasn't a fan. I'd be down to try a colorful drink if I'm ever in the area though.I didn't like the girl making the drink because she was visibly annoyed for having to shout our name twice over the loud music and then laughing to her visiting friend about it. No need for attitude when it's only 2PM.,3.0,2019-04-21,0.06749999999999998,0.5622222222222222,0.19066666666666665,0.816,0.164,0.0624,NEGATIVE,0.975730836391449,82.58,7.3,5.69,8.8,6.44,12,5th and 6th grade,82.58,7.3,8.8,6.44,563
Steap Tea,"After walking up a hill in Chinatown, my friends and I decided it was time for tea. Came on a Saturday afternoon and there was a few people lined up. It is a small area with a few tables in front and a bar area against the wall with seats. It was a dark and loud area for a sunny afternoon. It was super heated in there. I saw a fan that I'm not sure if it was broken or they chose not to turn it on??? My friends and I were looking for a sit down place to chat but it was so uncontrollably stuffy that we had to head out. It seemed like other parties decided to do the same after receiving their drinks.I ordered the Purple Rain (butterfly pea tea with lemon). Not many places serve butterfly pea tea so I was excited to order it! It tasted decent enough for me to order again. However, my friends thought it tasted too sour so I guess it's a preference. My friend ordered an almond milk tea which tasted like regular jasmine milk tea.Wouldn't go out of my way to go again, but am willing to give it another try if in the area",3.0,2019-04-17,-0.10203703703703706,0.4382241215574549,0.175,0.812,0.2637142857142857,0.9752,NEGATIVE,0.8206438422203064,79.4,6.5,4.93,5.9,5.79,17,6th and 7th grade,79.4,6.5,5.9,5.79,1027
Steap Tea,So good and so refreshing! I recommend Purple Rain with Lychee jelly. The Steap Bar is a great place to get work done. They have WiFi and outlets at every bar seat.,5.0,2019-04-11,0.73125,0.7833333333333333,0.0,0.723,0.3615,0.885,POSITIVE,0.9991939663887024,88.74,2.9,3.73,2.2,6.01,4,5th and 6th grade,88.74,2.9,2.2,6.01,164
Steap Tea,"I love this place! It's one of my favorite boba places in the North Bay. The people that work there are always really kind. I hate that they are a little further away from the main strip of downtown but it's always worth the walk to have their drinks. I hope they open another location soon! I love the Almond milk boba tea with green tea, absolutely delicious",5.0,2019-04-06,0.3527777777777778,0.6027777777777777,0.0,0.667,0.35,0.9736,POSITIVE,0.9989245533943176,85.39,4.2,5.84,4.5,5.36,5,5th and 6th grade,85.39,4.2,4.5,5.36,360
Steap Tea,"Absolutely my favorite boba shop in SF. They have a really cool menu, with a lot of seasonal and interesting items. My favorites are the pink kitty and the butterfly pea lemonade. I try to stay away from caffeine, so I appreciate that they have rooibos as an option as well. My only complaints are: I wish it were closer to BART/Muni (please put one on my corner!), and I wish they had almond jelly / pudding.",5.0,2019-04-05,0.4625,0.69,0.0,0.706,0.27799999999999997,0.9581,POSITIVE,0.999976634979248,72.97,6.9,6.49,6.8,7.09,13,6th and 7th grade,72.97,6.9,6.8,7.09,409
Steap Tea,"First off, shout out to the employees! A big group of young kids on a field trip came in right before us and they handled them in a timely manner and were helping out the chaperone who was trying to navigate the group around town. My friend got the coco cereal drink (they should probably change it to **cocoa, I kept thinking it was coconut) - cocoa krispies and boba in chocolate milk tea for $5 and I got the famous green queen hemp drink for $9. I actually thought the prices were super reasonable (at least compared to other boba places) and I loved the drinks!",5.0,2019-04-01,0.16227678571428572,0.4675595238095238,0.0,0.873,0.0,0.9298,POSITIVE,0.9998152852058411,69.96,10.1,7.38,12.3,7.48,17,10th and 11th grade,69.96,10.1,12.3,7.48,566
